,Paso de las Toscas,Paso Aguiar,Paso de las Piedras,Paso de las Piedras (R3),Paso Mazangano,Fraile Muerto,Paso del Borracho,Paso Baltasar,Paso de Coelho,Paso Manuel Diaz,Bequelo
2005-05-14,384.055,505.406,215.832,72.685,272.864,8.299,771.169,296.915,657.163,285.605,8.496
2005-05-15,281.02,779.027,202.875,126.101,332.465,87.38,963.452,393.967,778.923,296.948,13.565
2005-05-16,151.135,699.561,183.134,97.043,417.739,83.711,1036.49,288.246,647.509,373.081,25.963
2005-05-17,93.238,616.924,166.659,51.038,444.569,91.181,1010.583,177.49,399.532,340.534,28.918
2005-05-18,76.46,588.32,146.247,30.876,410.402,58.647,899.967,149.408,302.31,267.486,19.237
2005-05-19,54.284,558.113,128.475,22.233,355.558,40.457,811.14,111.623,268.859,225.288,9.921
2005-05-20,41.488,508.007,111.244,14.076,314.944,28.91,703.722,71.231,209.312,189.074,6.245
2005-05-21,27.869,443.692,97.143,10.158,280.32,15.702,588.222,47.874,139.063,153.626,4.762
2005-05-22,19.012,382.897,81.57,6.479,263.835,9.917,488.456,31.593,104.529,131.609,4.008
2005-05-23,14.937,354.063,69.15,4.463,255.611,6.493,389.117,15.779,84.664,105.366,3.469
2005-05-24,11.016,326.259,57.714,3.833,225.935,4.238,329.612,8.761,60.332,66.693,3.149
2005-05-25,9.687,292.413,46.85,3.867,185.902,3.414,295.775,7.691,47.288,37.628,2.852
2005-05-26,8.069,248.923,35.47,4.273,144.622,2.645,241.829,6.896,39.228,23.6,2.805
2005-05-27,4.864,191.777,33.151,4.308,101.886,1.82,156.042,5.648,30.495,18.517,2.546
2005-05-28,2.686,125.364,32.199,4.345,76.748,1.379,88.807,5.066,19.503,16.21,2.501
2005-05-29,1.836,71.758,31.418,7.176,63.711,1.062,62.49,4.386,13.003,14.878,12.687
2005-05-30,5.534,53.897,32.63,52.35,39.476,0.966,50.824,3.802,9.357,13.777,110.037
2005-05-31,8.508,50.552,33.09,41.624,38.454,0.957,45.547,3.71,9.046,16.522,138.941
2005-06-01,4.456,47.972,32.727,29.98,34.581,0.957,46.561,3.687,8.413,21.587,34.95
2005-06-02,3.43,45.802,28.17,24.778,30.416,0.957,50.093,3.879,11.983,21.957,11.045
2005-06-03,3.155,44.009,27.979,13.697,35.715,0.957,57.129,4.024,26.782,20.581,55.789
2005-06-04,14.341,53.503,40.363,26.151,46.732,7.847,84.8,14.371,52.309,35.236,200.948
2005-06-05,130.488,180.436,44.351,96.304,90.02,85.682,404.942,151.091,302.8,134.365,259.606
2005-06-06,118.197,276.176,80.799,122.222,114.079,62.379,385.468,221.045,376.562,140.745,144.957
2005-06-07,64.523,318.29,121.534,66.852,96.254,40.757,346.238,236.19,350.416,146.537,43.382
2005-06-08,66.188,289.324,76.972,31.856,86.584,35.528,321.068,165.876,236.874,205.299,17.342
2005-06-09,51.748,232.518,71.735,13.906,77.119,20.584,321.939,121.597,171.26,231.451,12.419
2005-06-10,41.72,168.593,71.647,10.239,68.774,15.613,326.632,76.995,135.255,193.021,11.176
2005-06-11,36.615,118.733,83.558,9.48,68.223,13.144,323.558,47.819,130.18,147.028,25.15
2005-06-12,41.024,126.63,91.595,29.683,101.667,9.327,333.998,38.185,157.958,118.541,62.788
2005-06-13,38.908,180.916,76.301,58.761,129.365,6.259,355.789,37.337,174.111,102.136,59.587
2005-06-14,87.497,231.846,72.706,82.989,141.183,4.104,360.412,47.946,152.977,124.195,108.613
2005-06-15,96.289,248.92,79.735,72.329,150.076,3.492,333.554,57.114,148.292,141.129,71.856
2005-06-16,69.914,244.927,75.165,40.975,162.897,3.311,316.848,60.702,136.697,165.924,20.921
2005-06-17,45.845,233.954,72.083,24.024,176.747,3.167,309.465,60.398,127.102,203.804,14.946
2005-06-18,31.158,224.904,72.021,10.182,203.438,3.092,304.47,52.968,106.187,174.319,20.829
2005-06-19,23.356,219.311,74.15,9.089,202.652,3.076,300.578,45.917,86.251,143.59,25.466
2005-06-20,18.024,214.03,68.986,8.22,196.416,2.955,295.92,31.409,69.091,118.799,15.943
2005-06-21,11.487,207.447,62.812,7.713,187.711,2.905,290.085,21.961,52.752,86.158,10.114
2005-06-22,7.56,198.755,52.788,7.16,171.857,2.854,273.141,14.097,29.881,58.607,7.147
2005-06-23,5.799,184.454,49.394,6.506,143.859,2.797,240.896,11.108,20.609,39.9,5.92
2005-06-24,4.208,161.101,46.791,5.905,110.799,2.739,183.965,7.278,16.193,29.691,5.212
2005-06-25,3.248,125.778,44.237,5.905,93.684,2.733,121.652,6.804,14.218,24.876,4.823
2005-06-26,2.762,84.808,41.9,6.261,58.214,2.733,87.314,8.102,11.589,29.289,4.493
2005-06-27,2.444,56.12,41.51,6.452,36.435,2.733,76.882,10.696,10.674,38.447,4.46
2005-06-28,2.158,42.287,39.279,5.948,32.16,2.733,77.084,14.329,10.333,52.727,4.46
2005-06-29,1.838,34.957,36.876,5.864,28.744,2.733,88.896,16.968,10.012,60.514,4.442
2005-06-30,1.758,30.242,33.94,5.426,26.191,2.714,90.812,15.754,9.149,58.949,4.151
2005-07-01,1.681,27.303,23.15,5.864,27.058,2.49,102.532,13.494,8.688,51.518,4.137
